system:index,date,day,latitude,longitude,mean_2m_air_temperature,month,total_precipitation,u_component_of_wind_10m,v_component_of_wind_10m,year,.geo
1_1_1_1_1_1_1_1_1_1_2_20121014_2,2012-10-14,14,41.33376948282493,-73.97633859179348,286.15088,10,6.2337145E-4,1.0863057,3.5576506,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.33376948282493]}"
1_1_1_1_1_1_1_1_1_1_2_20121014_3,2012-10-14,14,41.33376948282493,-73.9314228275875,286.15088,10,6.2337145E-4,1.0863057,3.5576506,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.33376948282493]}"
1_1_1_1_1_1_1_1_1_1_2_20121015_0,2012-10-15,15,41.3786852470309,-73.97633859179348,290.30984,10,0.008663032,1.154965,3.6238358,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.3786852470309]}"
1_1_1_1_1_1_1_1_1_1_2_20121015_1,2012-10-15,15,41.3786852470309,-73.9314228275875,290.30984,10,0.008663032,1.154965,3.6238358,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.3786852470309]}"
1_1_1_1_1_1_1_1_1_1_2_20121015_2,2012-10-15,15,41.33376948282493,-73.97633859179348,290.30984,10,0.008663032,1.154965,3.6238358,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.33376948282493]}"
1_1_1_1_1_1_1_1_1_1_2_20121015_3,2012-10-15,15,41.33376948282493,-73.9314228275875,290.30984,10,0.008663032,1.154965,3.6238358,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.33376948282493]}"
1_1_1_1_1_1_1_1_1_1_2_20121016_0,2012-10-16,16,41.3786852470309,-73.97633859179348,284.98843,10,2.4212524E-5,2.9021595,-1.9851704,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.3786852470309]}"
1_1_1_1_1_1_1_1_1_1_2_20121016_1,2012-10-16,16,41.3786852470309,-73.9314228275875,284.98843,10,2.4212524E-5,2.9021595,-1.9851704,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.3786852470309]}"
1_1_1_1_1_1_1_1_1_1_2_20121016_2,2012-10-16,16,41.33376948282493,-73.97633859179348,284.98843,10,2.4212524E-5,2.9021595,-1.9851704,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.33376948282493]}"
1_1_1_1_1_1_1_1_1_1_2_20121016_3,2012-10-16,16,41.33376948282493,-73.9314228275875,284.98843,10,2.4212524E-5,2.9021595,-1.9851704,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.33376948282493]}"
1_1_1_1_1_1_1_1_1_1_2_20121017_0,2012-10-17,17,41.3786852470309,-73.97633859179348,280.978,10,0.0,0.7282066,-0.10153419,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.3786852470309]}"
1_1_1_1_1_1_1_1_1_1_2_20121017_1,2012-10-17,17,41.3786852470309,-73.9314228275875,280.978,10,0.0,0.7282066,-0.10153419,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.3786852470309]}"
1_1_1_1_1_1_1_1_1_1_2_20121017_2,2012-10-17,17,41.33376948282493,-73.97633859179348,280.978,10,0.0,0.7282066,-0.10153419,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.33376948282493]}"
1_1_1_1_1_1_1_1_1_1_2_20121017_3,2012-10-17,17,41.33376948282493,-73.9314228275875,280.978,10,0.0,0.7282066,-0.10153419,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.33376948282493]}"
1_1_1_1_1_1_1_1_1_1_2_20121018_0,2012-10-18,18,41.3786852470309,-73.97633859179348,283.6616,10,0.0,-0.88896984,1.941812,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.3786852470309]}"
1_1_1_1_1_1_1_1_1_1_2_20121018_1,2012-10-18,18,41.3786852470309,-73.9314228275875,283.6616,10,0.0,-0.88896984,1.941812,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.3786852470309]}"
1_1_1_1_1_1_1_1_1_1_2_20121018_2,2012-10-18,18,41.33376948282493,-73.97633859179348,283.6616,10,0.0,-0.88896984,1.941812,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.33376948282493]}"
1_1_1_1_1_1_1_1_1_1_2_20121018_3,2012-10-18,18,41.33376948282493,-73.9314228275875,283.6616,10,0.0,-0.88896984,1.941812,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.33376948282493]}"
1_1_1_1_1_1_1_1_1_1_2_20121019_0,2012-10-19,19,41.3786852470309,-73.97633859179348,288.94492,10,0.035838023,-2.9275959,2.086635,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.3786852470309]}"
1_1_1_1_1_1_1_1_1_1_2_20121019_1,2012-10-19,19,41.3786852470309,-73.9314228275875,288.94492,10,0.035838023,-2.9275959,2.086635,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.3786852470309]}"
1_1_1_1_1_1_1_1_1_1_2_20121019_2,2012-10-19,19,41.33376948282493,-73.97633859179348,288.94492,10,0.035838023,-2.9275959,2.086635,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.33376948282493]}"
1_1_1_1_1_1_1_1_1_1_2_20121019_3,2012-10-19,19,41.33376948282493,-73.9314228275875,288.94492,10,0.035838023,-2.9275959,2.086635,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.33376948282493]}"
1_1_1_1_1_1_1_1_1_1_2_20121020_0,2012-10-20,20,41.3786852470309,-73.97633859179348,290.0258,10,0.0022870004,1.0814027,1.1015183,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.3786852470309]}"
1_1_1_1_1_1_1_1_1_1_2_20121020_1,2012-10-20,20,41.3786852470309,-73.9314228275875,290.0258,10,0.0022870004,1.0814027,1.1015183,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.3786852470309]}"
1_1_1_1_1_1_1_1_1_1_2_20121020_2,2012-10-20,20,41.33376948282493,-73.97633859179348,290.0258,10,0.0022870004,1.0814027,1.1015183,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.33376948282493]}"
1_1_1_1_1_1_1_1_1_1_2_20121020_3,2012-10-20,20,41.33376948282493,-73.9314228275875,290.0258,10,0.0022870004,1.0814027,1.1015183,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.33376948282493]}"
1_1_1_1_1_1_1_1_1_1_2_20121021_0,2012-10-21,21,41.3786852470309,-73.97633859179348,285.19095,10,0.0,3.4803724,-0.74818325,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.3786852470309]}"
1_1_1_1_1_1_1_1_1_1_2_20121021_1,2012-10-21,21,41.3786852470309,-73.9314228275875,285.19095,10,0.0,3.4803724,-0.74818325,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.3786852470309]}"
1_1_1_1_1_1_1_1_1_1_2_20121021_2,2012-10-21,21,41.33376948282493,-73.97633859179348,285.19095,10,0.0,3.4803724,-0.74818325,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.33376948282493]}"
1_1_1_1_1_1_1_1_1_1_2_20121021_3,2012-10-21,21,41.33376948282493,-73.9314228275875,285.19095,10,0.0,3.4803724,-0.74818325,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.33376948282493]}"
1_1_1_1_1_1_1_1_1_1_2_20121022_0,2012-10-22,22,41.3786852470309,-73.97633859179348,286.15994,10,0.0,3.3858578,-0.48365316,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.3786852470309]}"
1_1_1_1_1_1_1_1_1_1_2_20121022_1,2012-10-22,22,41.3786852470309,-73.9314228275875,286.15994,10,0.0,3.3858578,-0.48365316,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.3786852470309]}"
1_1_1_1_1_1_1_1_1_1_2_20121022_2,2012-10-22,22,41.33376948282493,-73.97633859179348,286.15994,10,0.0,3.3858578,-0.48365316,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.33376948282493]}"
1_1_1_1_1_1_1_1_1_1_2_20121022_3,2012-10-22,22,41.33376948282493,-73.9314228275875,286.15994,10,0.0,3.3858578,-0.48365316,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.33376948282493]}"
1_1_1_1_1_1_1_1_1_1_2_20121023_0,2012-10-23,23,41.3786852470309,-73.97633859179348,284.34726,10,0.004141814,0.8178363,-0.45798746,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.3786852470309]}"
1_1_1_1_1_1_1_1_1_1_2_20121023_1,2012-10-23,23,41.3786852470309,-73.9314228275875,284.34726,10,0.004141814,0.8178363,-0.45798746,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.3786852470309]}"
1_1_1_1_1_1_1_1_1_1_2_20121023_2,2012-10-23,23,41.33376948282493,-73.97633859179348,284.34726,10,0.004141814,0.8178363,-0.45798746,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.33376948282493]}"
1_1_1_1_1_1_1_1_1_1_2_20121023_3,2012-10-23,23,41.33376948282493,-73.9314228275875,284.34726,10,0.004141814,0.8178363,-0.45798746,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.33376948282493]}"
1_1_1_1_1_1_1_1_1_1_2_20121024_0,2012-10-24,24,41.3786852470309,-73.97633859179348,285.20627,10,0.004340033,-0.9693697,-0.44703114,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.3786852470309]}"
1_1_1_1_1_1_1_1_1_1_2_20121024_1,2012-10-24,24,41.3786852470309,-73.9314228275875,285.20627,10,0.004340033,-0.9693697,-0.44703114,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.3786852470309]}"
1_1_1_1_1_1_1_1_1_1_2_20121024_2,2012-10-24,24,41.33376948282493,-73.97633859179348,285.20627,10,0.004340033,-0.9693697,-0.44703114,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.33376948282493]}"
1_1_1_1_1_1_1_1_1_1_2_20121024_3,2012-10-24,24,41.33376948282493,-73.9314228275875,285.20627,10,0.004340033,-0.9693697,-0.44703114,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.33376948282493]}"
1_1_1_1_1_1_1_1_1_1_2_20121025_0,2012-10-25,25,41.3786852470309,-73.97633859179348,286.24216,10,5.693864E-4,-0.69347405,1.2062936,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.3786852470309]}"
1_1_1_1_1_1_1_1_1_1_2_20121025_1,2012-10-25,25,41.3786852470309,-73.9314228275875,286.24216,10,5.693864E-4,-0.69347405,1.2062936,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.3786852470309]}"
1_1_1_1_1_1_1_1_1_1_2_20121025_2,2012-10-25,25,41.33376948282493,-73.97633859179348,286.24216,10,5.693864E-4,-0.69347405,1.2062936,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.33376948282493]}"
1_1_1_1_1_1_1_1_1_1_2_20121025_3,2012-10-25,25,41.33376948282493,-73.9314228275875,286.24216,10,5.693864E-4,-0.69347405,1.2062936,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.33376948282493]}"
1_1_1_1_1_1_1_1_1_1_2_20121026_0,2012-10-26,26,41.3786852470309,-73.97633859179348,288.04605,10,1.5885569E-4,-0.13297246,1.3198539,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.3786852470309]}"
1_1_1_1_1_1_1_1_1_1_2_20121026_1,2012-10-26,26,41.3786852470309,-73.9314228275875,288.04605,10,1.5885569E-4,-0.13297246,1.3198539,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.3786852470309]}"
1_1_1_1_1_1_1_1_1_1_2_20121026_2,2012-10-26,26,41.33376948282493,-73.97633859179348,288.04605,10,1.5885569E-4,-0.13297246,1.3198539,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.33376948282493]}"
1_1_1_1_1_1_1_1_1_1_2_20121026_3,2012-10-26,26,41.33376948282493,-73.9314228275875,288.04605,10,1.5885569E-4,-0.13297246,1.3198539,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.33376948282493]}"
1_1_1_1_1_1_1_1_1_1_2_20121027_0,2012-10-27,27,41.3786852470309,-73.97633859179348,288.5446,10,3.7298538E-4,-0.6751997,0.11049035,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.3786852470309]}"
1_1_1_1_1_1_1_1_1_1_2_20121027_1,2012-10-27,27,41.3786852470309,-73.9314228275875,288.5446,10,3.7298538E-4,-0.6751997,0.11049035,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.3786852470309]}"
1_1_1_1_1_1_1_1_1_1_2_20121027_2,2012-10-27,27,41.33376948282493,-73.97633859179348,288.5446,10,3.7298538E-4,-0.6751997,0.11049035,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.33376948282493]}"
1_1_1_1_1_1_1_1_1_1_2_20121027_3,2012-10-27,27,41.33376948282493,-73.9314228275875,288.5446,10,3.7298538E-4,-0.6751997,0.11049035,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.33376948282493]}"
1_1_1_1_1_1_1_1_1_1_2_20121028_0,2012-10-28,28,41.3786852470309,-73.97633859179348,286.16562,10,4.2604282E-5,-2.2814095,-2.6341836,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.3786852470309]}"
1_1_1_1_1_1_1_1_1_1_2_20121028_1,2012-10-28,28,41.3786852470309,-73.9314228275875,286.16562,10,4.2604282E-5,-2.2814095,-2.6341836,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.3786852470309]}"
1_1_1_1_1_1_1_1_1_1_2_20121028_2,2012-10-28,28,41.33376948282493,-73.97633859179348,286.16562,10,4.2604282E-5,-2.2814095,-2.6341836,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.33376948282493]}"
1_1_1_1_1_1_1_1_1_1_2_20121028_3,2012-10-28,28,41.33376948282493,-73.9314228275875,286.16562,10,4.2604282E-5,-2.2814095,-2.6341836,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.33376948282493]}"
1_1_1_1_1_1_1_1_1_1_2_20121029_0,2012-10-29,29,41.3786852470309,-73.97633859179348,285.45004,10,0.014048323,-3.588493,-6.262741,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.3786852470309]}"
1_1_1_1_1_1_1_1_1_1_2_20121029_1,2012-10-29,29,41.3786852470309,-73.9314228275875,285.45004,10,0.014048323,-3.588493,-6.262741,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.3786852470309]}"
1_1_1_1_1_1_1_1_1_1_2_20121029_2,2012-10-29,29,41.33376948282493,-73.97633859179348,285.45004,10,0.014048323,-3.588493,-6.262741,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.33376948282493]}"
1_1_1_1_1_1_1_1_1_1_2_20121029_3,2012-10-29,29,41.33376948282493,-73.9314228275875,285.45004,10,0.014048323,-3.588493,-6.262741,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.33376948282493]}"
1_1_1_1_1_1_1_1_1_1_2_20121030_0,2012-10-30,30,41.3786852470309,-73.97633859179348,285.7957,10,0.015962401,-5.351272,3.9811141,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.3786852470309]}"
1_1_1_1_1_1_1_1_1_1_2_20121030_1,2012-10-30,30,41.3786852470309,-73.9314228275875,285.7957,10,0.015962401,-5.351272,3.9811141,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.3786852470309]}"
1_1_1_1_1_1_1_1_1_1_2_20121030_2,2012-10-30,30,41.33376948282493,-73.97633859179348,285.7957,10,0.015962401,-5.351272,3.9811141,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.33376948282493]}"
1_1_1_1_1_1_1_1_1_1_2_20121030_3,2012-10-30,30,41.33376948282493,-73.9314228275875,285.7957,10,0.015962401,-5.351272,3.9811141,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.33376948282493]}"
1_1_1_1_1_1_1_1_1_1_2_20121031_0,2012-10-31,31,41.3786852470309,-73.97633859179348,281.176,10,0.0020228755,0.5001957,2.8436038,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.3786852470309]}"
1_1_1_1_1_1_1_1_1_1_2_20121031_1,2012-10-31,31,41.3786852470309,-73.9314228275875,281.176,10,0.0020228755,0.5001957,2.8436038,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.3786852470309]}"
1_1_1_1_1_1_1_1_1_1_2_20121031_2,2012-10-31,31,41.33376948282493,-73.97633859179348,281.176,10,0.0020228755,0.5001957,2.8436038,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.33376948282493]}"
1_1_1_1_1_1_1_1_1_1_2_20121031_3,2012-10-31,31,41.33376948282493,-73.9314228275875,281.176,10,0.0020228755,0.5001957,2.8436038,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.33376948282493]}"
1_1_1_1_1_1_1_1_1_1_2_20121101_0,2012-11-01,1,41.3786852470309,-73.97633859179348,280.74597,11,3.7022308E-4,1.8332967,1.7337118,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.3786852470309]}"
1_1_1_1_1_1_1_1_1_1_2_20121101_1,2012-11-01,1,41.3786852470309,-73.9314228275875,280.74597,11,3.7022308E-4,1.8332967,1.7337118,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.3786852470309]}"
1_1_1_1_1_1_1_1_1_1_2_20121101_2,2012-11-01,1,41.33376948282493,-73.97633859179348,280.74597,11,3.7022308E-4,1.8332967,1.7337118,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.33376948282493]}"
1_1_1_1_1_1_1_1_1_1_2_20121101_3,2012-11-01,1,41.33376948282493,-73.9314228275875,280.74597,11,3.7022308E-4,1.8332967,1.7337118,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.33376948282493]}"
1_1_1_1_1_1_1_1_1_1_2_20121102_0,2012-11-02,2,41.3786852470309,-73.97633859179348,281.08502,11,2.6714802E-4,2.90642,-0.47089124,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.3786852470309]}"
1_1_1_1_1_1_1_1_1_1_2_20121102_1,2012-11-02,2,41.3786852470309,-73.9314228275875,281.08502,11,2.6714802E-4,2.90642,-0.47089124,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.3786852470309]}"
1_1_1_1_1_1_1_1_1_1_2_20121102_2,2012-11-02,2,41.33376948282493,-73.97633859179348,281.08502,11,2.6714802E-4,2.90642,-0.47089124,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.33376948282493]}"
1_1_1_1_1_1_1_1_1_1_2_20121102_3,2012-11-02,2,41.33376948282493,-73.9314228275875,281.08502,11,2.6714802E-4,2.90642,-0.47089124,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.33376948282493]}"
1_1_1_1_1_1_1_1_1_1_2_20121103_0,2012-11-03,3,41.3786852470309,-73.97633859179348,279.31415,11,1.6056001E-6,3.2396834,-2.3897586,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.3786852470309]}"
1_1_1_1_1_1_1_1_1_1_2_20121103_1,2012-11-03,3,41.3786852470309,-73.9314228275875,279.31415,11,1.6056001E-6,3.2396834,-2.3897586,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.3786852470309]}"
1_1_1_1_1_1_1_1_1_1_2_20121103_2,2012-11-03,3,41.33376948282493,-73.97633859179348,279.31415,11,1.6056001E-6,3.2396834,-2.3897586,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.33376948282493]}"
1_1_1_1_1_1_1_1_1_1_2_20121103_3,2012-11-03,3,41.33376948282493,-73.9314228275875,279.31415,11,1.6056001E-6,3.2396834,-2.3897586,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.33376948282493]}"
1_1_1_1_1_1_1_1_1_1_2_20121104_0,2012-11-04,4,41.3786852470309,-73.97633859179348,278.37448,11,0.0,2.1272593,-2.2737558,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.3786852470309]}"
1_1_1_1_1_1_1_1_1_1_2_20121104_1,2012-11-04,4,41.3786852470309,-73.9314228275875,278.37448,11,0.0,2.1272593,-2.2737558,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.3786852470309]}"
1_1_1_1_1_1_1_1_1_1_2_20121104_2,2012-11-04,4,41.33376948282493,-73.97633859179348,278.37448,11,0.0,2.1272593,-2.2737558,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.33376948282493]}"
1_1_1_1_1_1_1_1_1_1_2_20121104_3,2012-11-04,4,41.33376948282493,-73.9314228275875,278.37448,11,0.0,2.1272593,-2.2737558,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.33376948282493]}"
1_1_1_1_1_1_1_1_1_1_2_20121105_0,2012-11-05,5,41.3786852470309,-73.97633859179348,276.7841,11,4.284084E-8,1.0350765,-2.5501,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.3786852470309]}"
1_1_1_1_1_1_1_1_1_1_2_20121105_1,2012-11-05,5,41.3786852470309,-73.9314228275875,276.7841,11,4.284084E-8,1.0350765,-2.5501,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.3786852470309]}"
1_1_1_1_1_1_1_1_1_1_2_20121105_2,2012-11-05,5,41.33376948282493,-73.97633859179348,276.7841,11,4.284084E-8,1.0350765,-2.5501,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.33376948282493]}"
1_1_1_1_1_1_1_1_1_1_2_20121105_3,2012-11-05,5,41.33376948282493,-73.9314228275875,276.7841,11,4.284084E-8,1.0350765,-2.5501,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.33376948282493]}"
1_1_1_1_1_1_1_1_1_1_2_20121106_0,2012-11-06,6,41.3786852470309,-73.97633859179348,273.4812,11,0.0,-0.27037176,-1.0883762,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.3786852470309]}"
1_1_1_1_1_1_1_1_1_1_2_20121106_1,2012-11-06,6,41.3786852470309,-73.9314228275875,273.4812,11,0.0,-0.27037176,-1.0883762,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.3786852470309]}"
1_1_1_1_1_1_1_1_1_1_2_20121106_2,2012-11-06,6,41.33376948282493,-73.97633859179348,273.4812,11,0.0,-0.27037176,-1.0883762,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.33376948282493]}"
1_1_1_1_1_1_1_1_1_1_2_20121106_3,2012-11-06,6,41.33376948282493,-73.9314228275875,273.4812,11,0.0,-0.27037176,-1.0883762,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.33376948282493]}"
1_1_1_1_1_1_1_1_1_1_2_20121107_0,2012-11-07,7,41.3786852470309,-73.97633859179348,273.2039,11,0.005051974,-1.2921422,-3.484006,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.3786852470309]}"
1_1_1_1_1_1_1_1_1_1_2_20121107_1,2012-11-07,7,41.3786852470309,-73.9314228275875,273.2039,11,0.005051974,-1.2921422,-3.484006,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.3786852470309]}"
1_1_1_1_1_1_1_1_1_1_2_20121107_2,2012-11-07,7,41.33376948282493,-73.97633859179348,273.2039,11,0.005051974,-1.2921422,-3.484006,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.33376948282493]}"
1_1_1_1_1_1_1_1_1_1_2_20121107_3,2012-11-07,7,41.33376948282493,-73.9314228275875,273.2039,11,0.005051974,-1.2921422,-3.484006,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.33376948282493]}"
1_1_1_1_1_1_1_1_1_1_2_20121108_0,2012-11-08,8,41.3786852470309,-73.97633859179348,276.4791,11,0.0032060202,1.0220357,-5.327302,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.3786852470309]}"
1_1_1_1_1_1_1_1_1_1_2_20121108_1,2012-11-08,8,41.3786852470309,-73.9314228275875,276.4791,11,0.0032060202,1.0220357,-5.327302,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.3786852470309]}"
1_1_1_1_1_1_1_1_1_1_2_20121108_2,2012-11-08,8,41.33376948282493,-73.97633859179348,276.4791,11,0.0032060202,1.0220357,-5.327302,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.33376948282493]}"
1_1_1_1_1_1_1_1_1_1_2_20121108_3,2012-11-08,8,41.33376948282493,-73.9314228275875,276.4791,11,0.0032060202,1.0220357,-5.327302,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.33376948282493]}"
1_1_1_1_1_1_1_1_1_1_2_20121109_0,2012-11-09,9,41.3786852470309,-73.97633859179348,278.23727,11,0.0,2.2397954,-2.886549,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.3786852470309]}"
1_1_1_1_1_1_1_1_1_1_2_20121109_1,2012-11-09,9,41.3786852470309,-73.9314228275875,278.23727,11,0.0,2.2397954,-2.886549,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.3786852470309]}"
1_1_1_1_1_1_1_1_1_1_2_20121109_2,2012-11-09,9,41.33376948282493,-73.97633859179348,278.23727,11,0.0,2.2397954,-2.886549,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.33376948282493]}"
1_1_1_1_1_1_1_1_1_1_2_20121109_3,2012-11-09,9,41.33376948282493,-73.9314228275875,278.23727,11,0.0,2.2397954,-2.886549,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.33376948282493]}"
